Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
458241-40,SBNRI,,01-May-2020,,,Early Stage VC,,,Venture Capital,"Avaana Capital, Better Capital (San Francisco), Gemba Capital, Indifi, Kishore Ganji, Quona Capital",Privately Held (backing),Financial Software,01-May-2020,,Early Stage VC,Mudit Vijayvergiya,Venture Capital-Backed,2020,"Gurugram, India",www.sbnri.com,"Developer of a fintech platform intended to provide seamless banking solutions for NRIs all over the world. The company's platform guides NRIs through online facilities such as NRI account opening, KYC (Know your Customer), remittance, investments and other similar facilities, enabling clients to access transparent and seamless banking services.",View company online
506635-48,Sconto,,26-Aug-2022,0.15,2.55,Angel (individual),Angel (individual),,Individual,,Privately Held (backing),Media and Information Services (B2B),01-Dec-2022,,Seed Round,Sohang Sengupta,Pending Transaction (VC),2022,"Kolkata, India",www.sconto.ai,"Operator of a student lifestyle and discovery platform intended to bridge the gap between the student tribe and businesses. The company's platform utilizes KYS (know-your-student) technology to empower the communication between students and businesses and brands by allowing an opportunity for businesses to build on their brand loyalties over time as the student progresses from academics to corporate life, enabling students to discover, save, earn and get rewarded for their purchases online, at home or on the move.",View company online
493240-96,Shade Protocol,,17-Feb-2022,5.00,,Early Stage VC,,,Venture Capital,"0xVentures, a41 Ventures, AVentures Capital, AW3 labs, Basics Capital, Bison Funds, BoringDAO, Composable Labs, Divergence Ventures, Enigma, Figment Labs, GravityX Capital, KuCoin Labs, Mayu Ventures, Momentum6, NGC Ventures, Quant Capital, Shima Capital, SkyBridge20 Ventures, SkyVision Capital, Taureon, Truv (Business/Productivity Software)",Privately Held (backing),Network Management Software,17-Feb-2022,5.00,Early Stage VC,,Venture Capital-Backed,2021,"Singapore, Singapore",www.shadeprotocol.io,"Developer of decentralized finance applications intended to build on a secret network. The company offers an algorithmic stable coin native to a secret network with transactional privacy by default, enabling developers to bring Defi to privacy on a secret network by unlocking untapped potential in the world of stable coins, synthetics, and Defi.",View company online
463525-30,Shadows (Financial Software),,28-Feb-2021,1.64,,Early Stage VC,,,Venture Capital,"3Commas, A195 Capital, Alphabit, Alves Venture, AU21 Capital, Basics Capital, Blue Archer Trust, Candaq Group, Chain Capital (Shanghai), Consensus Lab (Blockchain investor), Cryptomeria Capital, cryptomeriacapital, DeltaHub Capital, Digital Finance Group, DuckDAO, Genesis Block Ventures, Innovion, JRR Group, Master Ventures, NGC Ventures, Oasis Capital (VC), Onemax Capital, PolkaFund, RioFund, Waterdrip Capital",Privately Held (backing),Financial Software,,,Secondary Transaction - Private,Iror Chen,Venture Capital-Backed,2020,"Los Angeles, CA",www.shadows.link,"Developer of a decentralized issuance protocol platform designed to perform synthetic asset-based financial services. The company's platform offers a network that is built on a Substrate algorithm where the value of the synthetic assets is underpinned by DOWS, enabling users to trade, lend and borrow, stake, transact cross-border payments, and more.",View company online
491141-89,Shardeum,200.00,02-Jun-2022,25.00,200.00,Seed Round,Series 1,,Venture Capital,"Big Brain Holdings, Cogitent Ventures, MH ventures, Spartan Group, Struck Capital",Privately Held (backing),Other Financial Services,02-Jun-2022,25.00,Seed Round,Nischal Shetty,Venture Capital-Backed,2022,"Geneva, Switzerland",shardeum.org,"Developer of a decentralized blockchain platform designed for linear scalability. The company's platform uses a technique called sharding that partitions the network into shards, resulting in more transactions being processed, verified, and validated in parallel, enabling users to prioritize among scalability, security, and decentralization.",View company online
471269-89,Sharemine,,,10.00,,Early Stage VC,,,Venture Capital,"Andreessen Horowitz, Binance, Blockchaincentre.live, Dune Capital Management, Galaxy Investment Group, Greylock Partners, MetaStable, Slow Ventures, SOFOS Capital Management, True Ventures",Privately Held (backing),Financial Software,,10.00,Early Stage VC,Herbert Sim,Venture Capital-Backed,2020,"Singapore, Singapore",www.sharemine.co,"Developer of a cryptocurrency mining platform designed to lower the barriers of entry into the cryptocurrency pool. The company's platform allows individuals to mine a wide range of cryptocurrencies in an eco-friendly way, as the platform only mines with energy generated from hydro and solar power, enabling users to sustainably mine green cryptocurrencies.",View company online
501564-88,Shelf,,01-May-2022,0.50,,Accelerator/Incubator,,,Other,Y Combinator,Privately Held (backing),Financial Software,01-May-2022,0.50,Accelerator/Incubator,Paras Rajput,Accelerator/Incubator Backed,2022,"Bengaluru, India",www.shelfpay.in,"Developer of a financial platform intended to let users manage and control their spending. The company's platform allows young people to manage their savings, access their bank account, track expenses and lend or borrow money between friends or as groups, enabling users to control their financial life in one place.",View company online
494098-93,Shucang,,24-Mar-2022,,,Angel (individual),Angel (individual),,Individual,Wen Li,Privately Held (backing),Business/Productivity Software,24-Mar-2022,,Angel (individual),Wang Pengfei,Angel-Backed,2021,"Haikou City, China",www.shucang.cn,"Developer of a digital asset collection platform intended to facilitate the trading of crypto assets and digital collectibles. The company's marketplace offers all other asset types on the blockchain such as Chinese digital art, collectibles, crypto assets, NFTs and more, enabling users to streamline crypto transactions and encrypt and store their digital art safely.",View company online
504145-45,Shuxin Network,,25-Aug-2022,,,Early Stage VC,,,Venture Capital,"Convergence Capital, Hope Funds, Sequoia Capital China",Privately Held (backing),Financial Software,25-Aug-2022,,Early Stage VC,Tingliang Chen,Venture Capital-Backed,2020,"Hangzhou, China",www.datacreating.com,"Developer of financial service platforms for enterprises. The company develops financial comprehensive service platforms for enterprises including banks to release credit products and services and integrates core data processes such as data integration, data development, real-time analysis, asset management, data quality, data security, etc., enabling clients with timely insights into business opportunities potential risks.",View company online
462047-68,Sigmadex Foundation,,01-Mar-2021,,,Early Stage VC,Series 1,,Venture Capital,"18Ventures, 3Commas, Alves Venture, AU21 Capital, Basics Capital, Black Edge Capital, Blockpact Capital, Blockstar Technologies, Chronos Ventures, Coinix, DAO Maker, Deep Ventures, Dextforce Ventures, Evangelion Capital, Exnetwork Capital, Floem Capital, GD10 Ventures, Genblock Capital, Genesis Block Ventures, Hillrise Ventures, Illusionist Group, Kyros Ventures, Lancer Capital, LD Capital, Mapleblock, Marshland Capital, Master Ventures, MoonBoots Capital, NGC Ventures, One Block Capital, Part One Capital, PetRock Capital, Pnyx Ventures, Rarestone Capital, Regain Ventures, Shima Capital, Signal Ventures (Singapore), Sky Ventures, SkyVision Capital, Spark Digital Capital, Tenzor Capital, Titan Ventures, Titans ventures, Twin Apex Capital, Varys Capital, Woodstock Fund",Privately Held (backing),Financial Software,01-Mar-2021,,Early Stage VC,Gordon Breckenridge,Venture Capital-Backed,2020,"Hong Kong, Hong Kong",www.sigmadex.org,"Operator of cross-chain multi-asset marketplace built on decentralized and community-driven liquidity protocol. The company utilizes smart contracts, DeFi incentives, community governance, and inflationary/deflationary medium to provide autonomous liquidity gateway, enabling users to purchase and sell tokens with cross-chain capabilities. The company also utilizes game theory to optimize penalty and reward mechanisms.",View company online
503503-66,SignalPlus,,,,,Seed Round,Seed Round,,Venture Capital,"Baboon VC, Chiron Partners, GBV Capital, Hashkey Capital, Incuba Alpha, Paradigm Fund, SNZ Holding, Stratified Capital",Privately Held (backing),Financial Software,11-Aug-2022,,Early Stage VC,Chris Yu,Venture Capital-Backed,2021,"Singapore, Singapore",www.signalplus.com,"Developer of a fully automated trading system designed to bridge the infrastructure gap in Cefi and Defi option platforms. The company's platform uses an artificial-intelligence-powered trading robot that automates market making and risk hedging, providing traders with a customized options trading platform for digital and crypto assets.",View company online
493847-11,SimpleForm,,15-Jun-2022,5.38,,Early Stage VC,Series A,,Venture Capital,"DBJ Capital, DNX Ventures, Incubate Fund",Privately Held (backing),Media and Information Services (B2B),15-Jun-2022,5.38,Early Stage VC,Shota Tashiro,Venture Capital-Backed,2020,"Tokyo, Japan",www.simpleform.co.jp,"Provider of information services intended to simplify the corporate investigation work of financial institutions. The company's platform simplifies the regulatory compliance operations of financial institutions and enables the search of the substance and high-risk information of the corporation to examine with one click, providing financial institutions with the information they need for all domestic corporations in real-time.",View company online
494624-44,Single Finance,,13-Dec-2021,1.20,,Seed Round,Seed Round,,Venture Capital,"0xVentures, Contango Digital Assets, Enzac Research, Genblock Capital, SkyVision Capital, Trinity Ventures",Privately Held (backing),Financial Software,13-Dec-2021,1.20,Seed Round,,Venture Capital-Backed,2021,"Hong Kong, Hong Kong",www.singlefinance.io,"Developer of a cross-chain platform designed to provide different strategies of leveraged yield farming to achieve targeted return and manage risk exposure. 
The company's platform borrows digital assets from its lending pool and sends them with deposited funds to decentralized exchanges and allows its users to keep their funds at their favourite chain while earning yields from other chains, thereby offering clients strategies that protect their capital by minimizing impermanent loss.",View company online
465590-62,SingularityDAO,,06-Mar-2021,0.10,,Accelerator/Incubator,,,Other,"7 O'clock Capital, Alphabit, AU21 Capital, Cypher Capital (UAE), Genesis Block Ventures, Jun Capital, Magnus Capital, Moonwhale, Newtribe Capital, QCP Capital, SMO Capital",Privately Held (backing),Financial Software,28-Apr-2021,2.70,Early Stage VC,Marcello Mari,Venture Capital-Backed,2020,"Singapore, Singapore",www.singularitydao.ai,"Developer of artificial intelligence (AI) technology designed to explore ways in which AI can be used to drive efficiencies and profit optimization opportunities. The company's platform provides dynamically managed portfolios that can auto-adjust to incorporate changing market circumstances and new yield generating opportunities, It also tackles on-chain trading with the goal of boosting decentralized exchange (DEX) liquidity, enabling clients to manage a portfolio of decentralized finance (Defi) tokens from one place.",View company online
503011-00,Sinso,,02-Feb-2021,0.02,,Accelerator/Incubator,,,Other,"AAD Ventures, Coincu Ventures, LongHash Ventures, TA Venture, Unity Capital Ventures",Privately Held (backing),Database Software,,,Early Stage VC,Najeeb Zaidi,Venture Capital-Backed,2020,"Singapore, Singapore",www.sinso.io,"Developer of a medical imaging SaaS cloud database intended to serve medical institutions and medical imaging doctors. The company has a Filecoin layer2 + infrastructure based on the Web ecosystem, providing users back-end database, cloud storage, and code logic deployed in a centralized way helping to enter the era of decentralized medical care.",View company online
458556-85,Siply (Financial Software),,01-Aug-2020,,,Accelerator/Incubator,,,Other,"Angel Network Middle East, AngelList, Beerud Sheth, CanQbate Ventures, Earlsfield Capital, Founder Room Circle, Inflection Point Ventures (India), JITO, JITO Angel Network, Kunal Shah, LetsVenture Online, NSRCEL-IIMB, Pratekk Agarwaal, Satish Grampurohit, Shanti Mohan, Veeraa Ventures, Vivek Sunder",Privately Held (backing),Financial Software,14-Jun-2022,19.00,Early Stage VC,Sousthav Chakrabarty,Venture Capital-Backed,2020,"Bengaluru, India",www.siply.in,"Developer of a digital finance platform designed to provide micro-savings options to underserved masses. The company's platform provides a wide range of investment options along with features such as instant withdrawal and digital onboarding support, enabling individuals and businesses to inculcate savings behavior easily with low committed capital.",View company online
462675-70,Sister In law,,11-Mar-2021,1.30,,Early Stage VC,,,Venture Capital,"AU21 Capital, Axia8 Ventures, Everest VC, Genesis Block Ventures, Krypital Group, Lotus Capital (Middle East), The Cabin Capital",Privately Held (backing),Financial Software,11-Mar-2021,1.30,Early Stage VC,Vincent Gu,Venture Capital-Backed,2020,"Singapore, Singapore",sil.finance,"Developer of a financial management platform designed to be based on decentralized finance technology. The company's platform permits individuals to participate in arbitrage in the DeFi market to provide DeFi financial management services, enabling users to benefit from diversified planning, investment, and financial management.",View company online
459548-02,Sivo,,01-Mar-2021,0.13,1.79,Accelerator/Incubator,,,Other,"Andre Charoo, Atypical Ventures, Bali Venture Partners, Dash Fund, Day One Ventures, Immeasurable, Maple VC, NordStar Capital, Riverside Ventures, Side Door Ventures, Think +, Tribe Capital, VentureSouq, Y Combinator",Privately Held (backing),Financial Software,06-Dec-2021,,Early Stage VC,Katharine Hiscox,Venture Capital-Backed,2020,"San Francisco, CA",www.sivo.com,"Developer of financial technology platform intended to offer risk scoring and debt funding for companies. The company's platform provides rapid access to debt, pushes the boundaries of risk innovation, and bridges the gap to financial inclusion, enabling financial innovators to realize their potential.",View company online
491696-74,SJ Mobile Labs,,16-Feb-2022,2.85,,Seed Round,Seed Round,,Venture Capital,"Anthemis Group, Apis Partners, Saison Capital",Privately Held (backing),Other Financial Services,16-Feb-2022,2.85,Seed Round,Samantha Ghiotti,Venture Capital-Backed,2021,"Singapore, Singapore",www.sj-ml.com,"Operator of a fintech platform intended to provide insights on the Japanese market. The company offers financial advice through its mobile application with a single point for customer acquisition and includes digital on-boarding and eKYC that offers daily access and visibility of their money and policy and a range of investment and insurance products, thereby enabling their customers to achieve their investment goals and provide the insurance they need.",View company online
498408-67,Skorlife,,05-Sep-2022,2.20,,Seed Round,Seed Round,,Venture Capital,"AC Ventures (Indonesia), Achmad Zaki, Arip Shrine, Arip Tirta, Hershet Lunani, Jefferson Chan, Krishnan Menon, Saison Capital, Will Ariffin",Privately Held (backing),Financial Software,05-Sep-2022,2.20,Seed Round,Ongki Kurniawan,Venture Capital-Backed,2022,"Jakarta, Indonesia",www.skorlife.com,"Developer of a financial wellness platform designed for users to build a better financial lifestyle. The company provides free access for Indonesian users to check their score/BI and credit history and gives advice, tools, and access to the right financial products, enabling users to improve their credit score and check the status of installments, pay later, loans, and credit cards.",View company online
500619-88,Skydo,,22-Jun-2022,6.00,,Seed Round,Series 1,,Venture Capital,"Better Capital (San Francisco), Elevation Capital (India), Pritesh Gupta, Sanat Rao",Privately Held (backing),Financial Software,22-Jun-2022,6.00,Seed Round,Srivatsan Sridhar,Venture Capital-Backed,2022,"Bangalore, India",www.skydo.com,"Developer of payment platform designed to receive payments from overseas businesses. The company offers a platform to receive international payments with real-time payment tracking, helping clients with fast and convenient B2B payments.",View company online
452766-88,Smart Gas,,,0.01,,Seed Round,Seed Round,,Venture Capital,"QazTech Ventures, Quest Ventures",Privately Held (backing),Financial Software,,0.01,Seed Round,Aidar Sadyrov,Venture Capital-Backed,2020,"Nur-Sultan, Kazakhstan",www.smartgas.global,"Developer of a payment automation technology intended to provide a secure and contactless way for the fuel payment process. The company's technology provides an automated identification system of vehicles and drivers which provides an exact and simple process of paying for fuel, enabling fleets and gas stations to increase their profitability by cutting logistic and marketing costs.",View company online
489354-67,Smartpay (Tokyo),,01-Nov-2021,4.00,,Seed Round,Seed Round,,Venture Capital,"Baleen Capital, Global Founders Capital, Mamoru Taniya, Natural Capital Limited Liability Partnership, Shizen Capital, SMBC Venture Capital",Privately Held (backing),Financial Software,01-Nov-2021,4.00,Seed Round,Pieterjan Vandaele,Venture Capital-Backed,2021,"Tokyo, Japan",www.smartpay.co,"Developer of online payment application designed to solve consumer payment experience issues and improve merchant conversion rates. The company offers interest-free buy now pay later services, enabling customers to have a smooth payment experience and merchants to grow their business revenue.",View company online
483286-42,Smile API,,22-Sep-2021,,,Seed Round,Seed Round,,Venture Capital,"Afore Capital, Credit Ease Venture Fund, Plug and Play Tech Center",Privately Held (backing),Database Software,09-Jun-2022,,Seed Round,Jerome Eger,Venture Capital-Backed,2021,"Singapore, Singapore",www.getsmileapi.com,"Developer of an online financial platform designed to track loan or financing application process by facilitating approval within just a few seconds. The company's platform provides user-authorized access to valuable employment and income data from HR, payroll, commerce, and other marketplace through a single API, enabling people to easily share their employment and income data to trusted third parties for quick access to financial services.",View company online
484125-40,Snapshot Labs,,19-Nov-2021,4.00,,Seed Round,Seed Round,,Venture Capital,"1kx, Balancer, Boost VC, Coinbase Ventures, ConsenSys, Curve Finance, Fire Eyes, Gnosis, LongHash Ventures, MetaCartel, MetaCartel Ventures, Scalar Capital, StarkWare, The LAO, Third Prime",Privately Held (backing),Other Financial Services,19-Nov-2021,4.00,Seed Round,Fabien M.,Venture Capital-Backed,2020,"Phuket, Thailand",www.snapshot.org,"Developer of a voting platform intended to provide governance facilities. The company's platform specializes in easy-to-verify and hard-to-contest results for off-chain gasless multi-governance clients, enabling clients to decentralized autonomous organizations' governance operations.",View company online
490208-86,So-Col,,18-Jan-2022,1.75,,Seed Round,Seed Round,,Venture Capital,"Animoca Brands, Anti Fund, DeFiance Capital, Double Peak Group, Genblock Capital, Global Founders Capital, Kronos Research, Mechanism Capital, Three Arrows Capital, Triblock",Privately Held (backing),Social/Platform Software,18-Jan-2022,1.75,Seed Round,Irene Zhao,Venture Capital-Backed,2021,Singapore,www.socol.io,"Developer of a social media platform designed to help content creators monetize their content and build communities with their fans. The company's platform uses blockchain technologies to bridge Web2 identities to Web3 through decentralized ID protocol, enabling content creators and influencers to convert their social media content into non-fungible collectible items (NFTs.)",View company online
465443-11,Solanium,,01-Jan-2021,,,Early Stage VC,,,Venture Capital,"Alves Venture, Bigcoin Capital, Dutch Crypto Investors, Genblock Capital, In Square Ventures, MEXC, Minted Labs, One Block Capital, PetRock Capital, Rarestone Capital, Serum, SkyVision Capital, Sneaky VC, TRGC",Privately Held (backing),Financial Software,01-Jan-2021,,Early Stage VC,Jon Ren,Venture Capital-Backed,2021,"Hanoi, Vietnam",www.solanium.io,"Developer of a decentralized finance platform designed to offer decentralized fundraising, time-weighted token staking, and governance voting. The company's platform, based on the Solana ecosystem, provides custom Serum GUI, custom grid, transaction manager, rich data display fetched from the Serum API and partners, enabling users to see token balances, and send or receive tokens or manage token accounts.",View company online
489179-44,Solscan,,16-Dec-2021,4.00,,Seed Round,Seed Round,,Venture Capital,"Alameda Research, CoinGecko, Electric Capital, Jump Capital, Multicoin Capital, Sequoia Capital India, Signum Capital, Solana Capital",Privately Held (backing),Financial Software,16-Dec-2021,4.00,Seed Round,Long Vuong,Venture Capital-Backed,2021,"Singapore, Singapore",solscan.io,"Developer of a block explorer platform designed to track transactions made on a blockchain. The company's platform allows users to track where the digital money has been moved to and from and gives data on the network as a whole, enabling users to track all the NFTs in real-time together with their sold price, transactions and collections.",View company online
467944-12,Solv Protocol,,10-May-2021,1.00,,Seed Round,Seed Round,,Venture Capital,"Alliance DAO, Apollo Capital Management, Axia8 Ventures, Binance Labs, Blockchain Capital, CMS Holdings (New York), CMT Digital, Genesis Block Ventures, gumi Cryptos Capital, HASH CIB, Hashed (Accelerator), IOSG Ventures, Krypital Group, Maple Leaf Capital, Sfermion, Shima Capital, SNZ Holding, Spartan Group, The LAO, Zonff Partners",Privately Held (backing),Financial Software,30-Nov-2021,4.00,Early Stage VC,Mike Meng,Venture Capital-Backed,2020,"Singapore, Singapore",www.solv.finance,"Developer and operator of a financial NFTs trading platform designed to be used in the form of allocations to grant broader access to private sales. The company's decentralized protocol enables the creation and transaction of investment allocations, creating and facilitating users with an on-chain marketplace for an emerging category of crypto assets.",View company online
467661-16,Spare8,,29-Jul-2022,7.70,,Seed Round,Seed Round,,Venture Capital,"2 a.m. Ventures, Ajay Adiseshann, Anoop Mathur, Broom Ventures, Incisive Ventures, Jaydeep Deshpande, Magic Fund, Sachin Seth, Varanium Capital Advisors, Yagnesh Sanghrajka",Privately Held (backing),Brokerage,29-Jul-2022,7.70,Seed Round,Ronit Harisingani,Venture Capital-Backed,2020,"Mumbai, India",www.spare8.com,"Developer of micro-investment software designed to simplify the way people invest, spend, see and save money. The company's platform helps users invest their spare change from everyday transactions from any mode of digital payment into digital gold, enabling users to invest every time they spend or splurge and help them become financially independent.",View company online
466135-75,Spherium Finance,,12-May-2021,3.30,,Seed Round,Seed Round,,Venture Capital,"AU21 Capital, Blockdream Ventures, BlockOG Capital, Chronos Ventures, cspdao, Dutch Crypto Investors, Exnetwork Capital, Gate.io, Global Blockchain Innovative Capital, Inclusion Capital, Jun Capital, LD Capital, Lysithea Ventures, Mapleblock, NGC Ventures, Orion (Financial Software), Rarestone Capital, SL2 Capital, Swiss Founders Fund, There Exists Ventures, Titans ventures, Twin Apex Capital, WolfEdge Capital, X21 Digital",Privately Held (backing),Financial Software,12-May-2021,3.30,Seed Round,Alex Berstein,Venture Capital-Backed,2020,Singapore,www.spherium.finance,"Developer of a decentralized and borderless financial ecosystem intended to provide a circular consensus economy for DeFi while offering a convenient solution to the current industry fragmentation. The company offers a unified platform with cross-chain functionality, mobile-first AMM, decentralized money markets, a user-friendly experience, and multi-wallet integration, enabling users to have complete control of their finances while being able to manage and trade assets on large liquidity pools cost-effectively & efficiently.",View company online
463303-90,Splitsub,,01-Mar-2021,0.13,,Accelerator/Incubator,,,Other,Y Combinator,Privately Held (backing),Financial Software,01-Mar-2021,0.13,Accelerator/Incubator,Dhruv Goel,Accelerator/Incubator Backed,2020,"New Delhi, India",www.splitsub.com,"Developer of a group buying application designed to facilitate group buying and sharing of online subscriptions for multiple OTT services. The company's application lets users share digital subscriptions for multiple OTT services by splitting the cost of purchasing subscriptions between their friends and family, enabling users to not only reduce costs involved in subscribing to multiple OTT services, but also to negate the possibility of users freeloading on a shared account by receiving timely payments from everyone sharing access to the subscribed services.",View company online
470110-06,Spores,,16-Jul-2021,2.30,,Early Stage VC,,,Venture Capital,"Exnetwork Capital, Focus Labs, Lupa X Capital, Maven Capital, NGC Ventures, OIG, SkyVision Capital, SL2 Capital, Twin Apex Capital, Vivian Capital",Privately Held (backing),Financial Software,16-Jul-2021,2.30,Early Stage VC,Duc Luu,Venture Capital-Backed,2021,"Hanoi, Vietnam",www.spores.app,"Developer of a full-stack decentralized finance platform intended for borderless cross-chain exchange. The company offers a token designed for community governance and DeFi utilization with NFT-creator-centricity and DeFi-community-driven purposes, enabling customers to incentivize NFT creators, buyers and agents, and have access to liquidity across the ecosystem.",View company online
483168-52,SportZchain,,26-Oct-2021,0.40,,Seed Round,Seed Round,,Venture Capital,"Comply Dot, Darq Capital, MAKS Group, Polygon Studios, Shisan Investments, SUNiCON Ventures",Privately Held (backing),Social/Platform Software,20-May-2022,0.60,Seed Round,Siddharth Jaiswal,Venture Capital-Backed,2021,,www.sportzchain.com,"Developer of a blockchain-powered platform designed for fans to crowd-manage their favorite teams, games, leagues, and events. The company's platform offers an opportunity to share their opinions which are valued and heard by the teams and reap financial rewards for participation, enabling fans to better engage and monetize their audiences.",View company online
496744-12,Sproutie,,01-Feb-2022,,,Early Stage VC,,,Venture Capital,"Hinterland, Jigsaw Capital (Singapore), Mint Ventures (Singapore), Plutus.VC, Rogue Digital Ventures",Privately Held (backing),Entertainment Software,01-Feb-2022,,Early Stage VC,Japhet Lim,Venture Capital-Backed,2021,"Singapore, Singapore",www.sproutie.io,"Developer of NFT-based games designed to provide unique digital entertainment experiences. The company's platform models after real-world dynamics by combining expiry dates with NFTs, enabling players to earn tokens, which can be exchanged on the market for real digital currency.",View company online
455112-10,Squidpay,44.76,14-Dec-2020,4.15,,Later Stage VC,Series A,,Venture Capital,Premiere Horizon Alliance,Privately Held (backing),Financial Software,19-Nov-2021,11.11,Later Stage VC,Marvin Dela Cruz,Venture Capital-Backed,2020,"Pasig, Philippines",www.squidpay.ph,"Provider of payment service intended to offer convenient and efficient contactless payment options to commuters, merchants, and transport groups. The company's service offers fare collections, electronic toll collections, loan assistance to support stored value cards, QR codes and mobile apps, enabling clients to maximize their buying power by giving maximum discounts and rebates.",View company online
483696-01,Sribuu,,23-Sep-2021,,,Seed Round,Seed Round,,Venture Capital,"BEENEXT Capital Management, Sequoia Capital India, Y Combinator",Privately Held (backing),Financial Software,01-Jan-2022,0.50,Accelerator/Incubator,Nadia Amalia,Venture Capital-Backed,2020,"Jakarta, Indonesia",www.sribuu.id,"Developer of a financial application designed to educate people about the importance of smart financial management. The company's application allows users to record and analyze their spending by automatically tracking how much money goes in and out of their accounts at major banks and e-wallet services, enabling users to improve financial literacy and get personalized recommendations based on their financial habits.",View company online
482237-29,Stader Labs,450.00,13-Jul-2021,4.00,50.00,Seed Round,Seed Round,,Venture Capital,"Accel, Accomplice, Ahmed Al-Balaghi, Akash Garg, Amber Capital, Aniket Jindal, Better Capital (San Francisco), Chris McCann, Coinbase Ventures, Digital Asset Capital Management, Diogo Mónica, Double Peak, Figment, Fourth Revolution Capital, GoldenTree Asset Management, Harsh Rajat, Huobi Ventures, Hypershare, Jaynti Kanani, Jump Capital, LedgerPrime, Matthew Cantieri, Nemil Dalal, Pantera Capital, Prabhakar Reddy, Proof Group Capital Management, Qwerty, Sandeep Nailwal, Solana Foundation, Solidity Ventures, Sumit Gupta, Terraform Labs, Three Arrows Capital, Timothy Ogilvie, True Ventures",Privately Held (backing),Financial Software,21-Jan-2022,12.50,Early Stage VC,Amitej Gajjala,Venture Capital-Backed,2021,"Singapore, Singapore",staderlabs.com,"Developer of a decentralized financial protocol and application designed for efficient stake management on public blockchain networks. The company's platform brings sustainable staking yields from digital assets and is a distribution layer of staking while building protocols and products, thereby enabling clients to enhance the security, decentralization, liquidity, and governance of some of the major DPoS blockchain networks.",View company online
465442-66,Standard Protocol,,,,,Early Stage VC,,,Venture Capital,"4 Seasons Ventures, 7 O'clock Capital, A195 Capital, Bigcoin Capital, Blockstar Technologies, Chainfir Capital, Chronos Ventures, CMS Holdings (New York), Illusionist Group, KuCoin Labs, Node Kapital, Signal Ventures (Singapore), Three M Capital",Privately Held (backing),Financial Software,07-Mar-2022,,Secondary Transaction - Private,Hyungsuk Kang,Venture Capital-Backed,2021,"Seoul, South Korea",www.standard.tech,"Developer of a Collateralized Rebasable Stablecoin (CRS) protocol for synthetic assets designed to bridge the markets and offer digital products across the Polkadot ecosystem. The company uses oracles to bridge stocks index funds commodities and legal currency funds from traditional markets into cryptocurrency markets, enabling DApp developers with full-stack tools and support services in the blockchain and decentralized finance ecosystem.",View company online
483906-70,Starpunk,,,,,Early Stage VC,,,Venture Capital,"Hulk Crypto Capital, MG Ventures",Privately Held (backing),Multimedia and Design Software,,,Early Stage VC,Tuan Tran,Venture Capital-Backed,2021,"Ho Chi Minh City, Vietnam",starpunk.io,"Developer of incubator ecosystem focused on NFT gaming. The company helps build a blockchain-based economy and accelerate the introduction of new NFT games into the market through its game launchpad and allows projects to be incubated, enabling developers and players to easily enter blockchain technology.",View company online
465954-04,Step Finance,,13-Apr-2021,2.00,,Early Stage VC,,,Venture Capital,"3Commas, Alameda Research, One Block Capital, PetRock Capital, Solidity Ventures",Privately Held (backing),Financial Software,13-Apr-2021,2.00,Early Stage VC,George Harrap,Venture Capital-Backed,2021,Singapore,step.finance,"Developer of a defi platform intended to aggregate all LPs, tokens, farms, and positions that a user may have associated with their wallet. The company develops a platform that has an easy-to-use dashboard with various useful metrics and visualizations, thereby enabling users to interact directly with their favorite protocols from within the dashboard which could include farming, pools, swaps, and automated strategies.",View company online
439128-73,Stockgro,,28-Dec-2020,0.88,5.01,Seed Round,Seed Round,,Venture Capital,"Abhishek Nag, Ankush Gera, Ashish Gupta, BITKRAFT Ventures, Creed Capital, Dholakia Ventures, Falcon Partners, Falnas Capital, General Catalyst, Itai Tsiddon, Karthik Bhat, Kunal Shah, Luminaire Capital, Nitish Mittersain, Patrick Grossman, PitchRight Venture, Rahul Garg, Ramakant Sharma, Root Ventures, Roots Ventures, SquareOne Capital, Tej Kapoor, U1 Technologies, Varun Laul, Velo Partners, Vivekananda Hallekere, Witthers Khattarwong",Privately Held (backing),Financial Software,20-Jan-2022,,Secondary Transaction - Private,Ajay Lakhotia,Venture Capital-Backed,2020,"Bangalore, India",www.stockgro.club,"Developer of a social investment platform designed to help individuals learn how to invest in stock markets. The company's platform allows users to buy and sell virtual securities with virtual money and win prizes, enabling users to learn trading without spending actual money.",View company online
482312-08,Stratzy,,09-Nov-2021,0.80,,Seed Round,Seed Round,,Venture Capital,"Archana Priyadarshini, Farid Ahsan, First Cheque, Harsh Shah, Leo Capital, Titan Capital",Privately Held (backing),Financial Software,09-Nov-2021,0.80,Seed Round,Gaurav Sangle,Venture Capital-Backed,2020,"Mumbai, India",stratzy.in,"Developer of investment software intended to support its users in managing their financial investment. The company offers transparency, and investment strategies as per the risk and return profile of the investor and gets connected to a broker to carry out trade, enabling users to take control of their investments in a safe and easy way and grow.",View company online
